Title,Price,Manufacturer,Category,Fuel Type,Fiscal Horsepower,Transmission,Mileage,Year,Insertion Date
Hyundai Tucson,160000,Hyundai,SUV/4x4,Essence,10,Automatique,1700,06.2023,26.02.2024
Citroën Berlingo Utilitaire Occasion,22000,Citroën,Utilitaire,Diesel,7,Manuelle,184000,06.2006,25.01.2024
BMW Série 5 Kit M,150000,BMW,Berline,Essence,9,Automatique,61000,05.2017,25.01.2024
Volkswagen Tiguan,92000,Volkswagen,SUV/4x4,Essence,8,Automatique,103500,10.2018,25.01.2024
Dacia Duster,48000,Dacia,SUV/4x4,Essence,7,Manuelle,93000,09.2015,25.01.2024
Volkswagen Amarok v6 3L aventura,153000,Volkswagen,Pick up,Diesel,10,Automatique,130000,01.2017,25.01.2024
Audi A3 Berline S Line,92000,Audi,Berline,Essence,6,Automatique,95000,01.2020,26.01.2024
Dacia Sandero Stepway Stepway,58500,Dacia,Compacte,Essence,5,Manuelle,12000,03.2021,26.01.2024
Peugeot 206+,21000,Peugeot,Compacte,Essence,4,Manuelle,240000,06.2010,26.01.2024
Porsche Cayenne Coupé Full Black Pack S,470000,Porsche,Coupé,Essence,24,Automatique,45000,07.2019,26.01.2024
Ford C-Max,23500,Ford,Monospace,Diesel,5,Manuelle,294000,02.2008,26.01.2024
KIA Sportage GT Line,135000,KIA,SUV/4x4,Essence,8,Automatique,73000,11.2019,26.01.2024
Volkswagen Touareg Black édition,40000,Volkswagen,SUV/4x4,Diesel,16,Automatique,170000,07.2006,26.01.2024
Land Rover Range Rover Evoque,121000,Land Rover,SUV/4x4,Diesel,11,Automatique,176000,04.2014,22.01.2024
Chevrolet Sonic Tout options,37000,Chevrolet,Citadine,Essence,5,Manuelle,130000,09.2019,23.01.2024
Mercedes-Benz Classe C PARFAITE,180000,Mercedes,Berline,Hybride essence,10,Automatique,41000,01.2022,23.01.2024
Ford Focus Titanium,52000,Ford,Compacte,Essence,6,Manuelle,104000,04.2017,23.01.2024
Renault Kadjar,90000,Renault,SUV/4x4,Diesel,6,Automatique,110000,11.2020,23.01.2024
Mercedes-Benz Classe E Business,250000,Mercedes,Berline,Essence,9,Automatique,7000,06.2023,23.01.2024
Mercedes-Benz GLA AMG,175000,Mercedes,Autres,Essence,8,Automatique,25000,04.2021,23.01.2024
Citroën C4 Coupé VTS,22000,Citroën,Coupé,Essence,7,Manuelle,180000,08.2008,23.01.2024
Citroën C4,22500,Citroën,Autres,Essence,6,Manuelle,264000,01.2008,23.01.2024
Peugeot 207,24500,Peugeot,Citadine,Essence,6,Manuelle,205000,02.2011,23.01.2024
Suzuki Ciaz Bva,65000,Suzuki,Berline,Essence,6,Automatique,20000,07.2023,23.01.2024
Ssangyong Actyon Sports 4x4,45000,Ssangyong,Pick up,Diesel,7,Manuelle,300000,01.2016,23.01.2024
Volkswagen Tiguan,55000,Volkswagen,SUV/4x4,Diesel,9,Automatique,147202,01.2012,24.01.2024
Mercedes-Benz CLA 180,78000,Mercedes,Berline,Essence,7,Automatique,93000,06.2014,24.01.2024
Mercedes-Benz Classe A,68000,Mercedes,Compacte,Essence,6,Automatique,184600,02.2015,24.01.2024
Ford Ecosport,70000,Ford,SUV/4x4,Essence,7,Manuelle,34000,01.2023,24.01.2024
Jeep Renegade,105000,Jeep,SUV/4x4,Essence,7,Automatique,20000,01.2023,10.02.2024
KIA Rio 5p,49500,KIA,Coupé,Essence,5,Manuelle,124500,04.2018,30.01.2024
Mercedes-Benz Classe A,78000,Mercedes,Autres,Essence,6,Manuelle,112000,09.2014,24.02.2024
Haval Jolion,92000,Haval,SUV/4x4,Essence,9,Automatique,21000,01.2022,26.02.2024
Renault Clio,28900,Renault,Citadine,Essence,5,Manuelle,233000,08.2010,26.02.2024
KIA Sportage,100000,KIA,SUV/4x4,Diesel,10,Automatique,130000,10.2016,26.02.2024
Volkswagen Golf 7 IQ drive,79500,Volkswagen,Compacte,Essence,6,Manuelle,100000,09.2019,26.02.2024
Toyota Aygo,33000,Toyota,Compacte,Essence,4,Manuelle,69000,12.2020,23.02.2024
Ford Ka Titanium,25500,Ford,Citadine,Essence,4,Manuelle,98000,02.2014,23.02.2024
,,,,,,,,,
